Title,Price,Description,Location,Ddate Posted,Features,URL
Room for rent ASAP university or college students.,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Middle room 550$ no exceptions.
Utilities included
International students
(No sharing allowed in this room)</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">239 Crawford Ave, Windsor, ON N9A 5C3, Canada</span>","<time datetime=""2019-09-04T12:31:08.000Z"" title=""September 4, 2019 12:31 PM"">about 13 hours ago</time>",Furnished : YesPet Friendly : No,
OUTDOOR AND ONSITE STORAGE SPECIAL 8'X20' $100.00/MTH,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>584 HAZELHURST DRIVE MISSISSAUGA ***WINSTON CHURCHILL BLVD/ROYAL WINDSOR AREA
3 MONTH SPECIAL ONSITE STORAGE 8'X20' $100.00 PER MONTH PLUS TAX
OUTDOOR PARKING up to 100 Trailers STARTING AT $150 per trailer plus tax
(pricing vary based on length!!!)
CARS RV'S TRUCKS CALL/TEXT DETAILS FOR RATES
CONTRACTORS WELCOME
ONSITE STORAGE UNITS REGULAR PRICING 8'X20' $150 Per month plus tax
In Mississauga available immediately
GATED AND FENCED 24/7 VIDEO CAMERAS
9056935355</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Mississauga, ON L4T0A2, Canada</span>","<time datetime=""2019-09-04T12:31:07.000Z"" title=""September 4, 2019 12:31 PM"">about 13 hours ago</time>",More Info : Parking,
Wanted: Im Looking for a One Bedroom Apartment $500 to $700.00,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Im Looking for a 1 Bedroom Apartment in the Ottawa Area. Asap Move In.
I work full time in Renovation and Repairs. I can pay Cash first and Last ASAP.
Seperate Entrance and if You Have Parking . If not ok.
Between $500.00 to $700.00
Please text Jay 647-667-5082</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Ottawa m6h3s4 ON, Canada</span>","<time datetime=""2019-09-04T12:30:52.000Z"" title=""September 4, 2019 12:30 PM"">about 13 hours ago</time>","Unit TypeHouse : Bedrooms1 : Bathrooms1 : Parking Included1 : Agreement TypeMonth-to-month : Move-In DateSeptember 21, 2019 : Pet FriendlyLimited : Size (sqft)500 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ",
basement for rent,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Basement, living area plus 1 bedroom, bathroom.
Close to Highway, shopping mall, Ottawa University LA City college. Preferred lady student or working.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">1737 jobin cr., k1j 1c4, gloucester, ON</span>","<time datetime=""2019-09-04T12:30:26.000Z"" title=""September 4, 2019 12:30 PM"">about 13 hours ago</time>",Furnished : YesPet Friendly : No,
Wanted: Looking for room to rent HUMBER NORTH CAMPUS,$600.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Hello, my name is Sean.
I am a post grad student studying Pharmaceutical Regulatory Affairs at Humber for the 2019-2020 school year.
I am looking for a room in an apartment/basement/house to rent from September (mid September or October) 2019- April 2020. Ideally I’m looking for a place all inclusive of utilities and wifi. And my price range I’m looking for is around $600/month.
About me:
I am a responsible, easy going, professional student who is just looking for a place to study and sleep. I’ve completed my undergrad at the University of Ottawa and I am respectful to all preferences you may have with regards to renting.
If you have anything please let me know via email or text with location, price, and what is included and if possible some pictures of the place.
Thank you
613-854-9432</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">M9W5L7, Canada</span>","<time datetime=""2019-09-04T12:30:09.000Z"" title=""September 4, 2019 12:30 PM"">about 13 hours ago</time>",Furnished : Yes,
Argento - Luxury Condo for Rent,"$1,900.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Luxury 1 bedroom condo is available for rent in North York. Excellent Tridel built condo building with amazing building amenities. This condo features modern stainless steel appliances, lovely laminate flooring and gorgeous kitchen. Parking and locker included for your convenience! Contact us now to come and see it!</p><br/><strong>Building Overview</strong><br/>Argento's elegantly designed common spaces meld the beauty of the outdoors with peerless modern design. With an exquisite lobby evocative of the night sky, Argento pays tribute to the natural beauty of its location overlooking elegant Graydon Hall Park and the Donalda Golf and Country Club, near the banks of the Don River. Equipped with all the luxuries you expect from a country club setting-24-hour concierge service, steam rooms, a state of the art fitness facility, entertainment spaces, fully landscaped outdoor terrace, and more-Argento gives you upscale living wrapped in the serene, minutes from Fairview Mall, schools, dining, the Don Valley Parkway, and Highway 401.<br/><br/><strong>Building Features</strong><br/>24 hours Concierge,Movie Theatre,Steam Room,Barbecue Facility,Fitness Centre,Party Lounge,Terrace<br/><br/><strong>Location Details</strong><br/>North York</div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">18 Graydon Hall Drive, Toronto, ON, M3A 0A4</span>","<time datetime=""2019-09-04T12:30:01.000Z"" title=""September 4, 2019 12:30 PM"">about 13 hours ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms1 : Pet FriendlyNo : Size (sqft)539 : FurnishedNo : ,
*Stunning 2 Bedroom Apartment in Sandy Hill | October 1st!,"$2,100.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p><strong>91 Russell Avenue | Available October 1st | Professionally Managed by Sleepwell Property Management</strong><br/><br/>The apartments are large, bright and well designed in this purpose-built building. Located in the heart of Sandy Hill, city life is at your door step. Ottawa U, Centretown, Lowertown, and the Byward Market are all within walking distance. The Rideau River parks and walk ways are several blocks east. Plenty of transportation is handy.</p><p>UNIT FEATURES:</p><ul><li>Gorgeous, newly renovated 2 bedroom apartment</li><li>1 beautiful full bathroom</li><li>Hardwood floors</li><li>Great closet space</li><li>Stainless steel fridge, stove, built-in microwave, and dishwasher included</li><li>Air conditioning</li><li>En suite laundry</li><li>Indoor/outdoor parking available ($120/100 per month)</li></ul><strong>Utilities Extra:</strong><br/><ul><li>Hydro</li></ul><strong>Utilities Included:</strong><br/><ul><li>Heat</li><li>Water</li><li>Hot Water</li></ul></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">91 Russell Avenue, Ottawa, ON, K1N 7X2</span>","<time datetime=""2019-09-04T12:30:01.000Z"" title=""September 4, 2019 12:30 PM"">about 13 hours ago</time>",Unit TypeApartment : Bedrooms2 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ,
11 Pollock Ave-Gorgeous 2 Bedroom Unit in Downtown Galt!,"$1,495.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>K-W Property Management Corp Presents:</p><p></p><p>Located at 11 Pollock Ave. in Cambridge!<br/> <br/> Gorgeous 2 Bedroom Unit in Downtown Galt!</p><ul><li>2 Bedrooms</li><li>1 Full bathroom</li><li>Den</li><li>4 Appliances (fridge, stove, washer and dryer)</li><li>2 Car parking</li><li>Claw foot tub</li><li>Air Conditioning</li><li>Recently renovated</li><li>Private deck off the kitchen</li><li>Unfinished basement</li></ul><p></p><p></p><p>This 2 bedroom plus den unit is located on a quiet, tree lined street just minutes away from Downtown Galt!Dont miss out, book your viewing today!<br/><br/> <br/> Available NOW!</p><p><br/> $1495.00 plus all!</p><p><br/> *Non-smoking*</p><p><br/> K-W Property Management Corp<br/> www.kwproperty.com<br/> <br/> <br/> To book an appointment check our online calendar for upcoming showingshttp://kwproperty.com/calendar.asp.</p><p>If you do not find a suitable showing time, please email us your availability and we will book you a time to see the unit</p><p></p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">11 Pollock Ave, Cambridge, ON, N1R 2A9</span>","<time datetime=""2019-09-04T12:30:01.000Z"" title=""September 4, 2019 12:30 PM"">about 13 hours ago</time>",Unit TypeHouse : Bedrooms2 : Bathrooms1 : Parking Included2 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ,
Unit 3-297 Wellington Street North-Spacious 1 Bedroom,"$1,095.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>K-W Property Management Corp Presents:</p><p></p><p>Located at Unit 3-297 Wellington Street N, Kitchener</p><p></p><p>Spacious One Bedroom</p><p></p><ul><li>1 Large Bedroom</li><li>1 Bathroom</li><li>2 Appliances</li><li>Eat in Kitchen</li><li>Lots of cupboard space</li><li>1 Car parking</li></ul><p></p><p></p><p>Don't wait to see this spacious one bedroom unit, located in a great area. Book your appointment today!</p><p></p><p>Available November 1st!</p><p>$1095.00 plus hydro</p><p>*Non-Smoking Unit*</p><p>K-W Property Management Corp</p><p>www.kwproperty.com</p><p></p><p>To book an appointment check our online calendar for upcoming showings</p><p>http://kwproperty.com/calendar.asp If you do not find a suitable showing time please email us your availability and we will book you a time to see the unit.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Unit 3-297 Wellington Street North, Kitchener, ON, N2H 5K8</span>","<time datetime=""2019-09-04T12:30:01.000Z"" title=""September 4, 2019 12:30 PM"">about 13 hours ago</time>",Furnished : NoPet Friendly : Yes,
RICE LAKE Golf Cottages For Rent From $125/Night | KAWARTHAS,$125.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Rent one of Bellmere Wind Golf Resorts 2 to 3 bedroom cottages in the Kawarthas for as little as $125/night*! Enjoy a fun, family-friendly and pet-friendly environment with all-inclusive amenities and ample local attractions nearby to enjoy.</p><p></p><p>From the north shore of Rice Lake to the edge of our furthest sand bunker, youll find nothing but relaxation at Bellmere Winds Golf Resort. Located just minutes away from the bustling city of Peterborough, we offer acres of property and endless opportunity for you and your family and friends to create traditions that will last a lifetime.</p><p></p><p>You're never too young to enjoy the great outdoors! We offer several fantastic family-friendly activities including a sizeable swimming pool, Kids Klub, unparalleled firework displays and our 105,000 sq.ft. championship golf course.</p><p></p><p>Featuring 18 challenging yet approachable holes, our course is excellent for all skill levels; with the tee blocks positioned to suit both the novice and scratch handicapper. The front nine plays similar to a links-style course of Scotland and one can easily compare the amazing Rice Lake vistas with those stunning views from along the Bonnie Banks of Loch Lomond. The back nine is more forgiving with an elevated 10th hole with the 11th and 12th playing along the lakeside resort.</p><p></p><p>So what are you waiting for? Pack up Fido, the kids and your groceries and well take care of the rest!</p><p></p><p><strong>Enjoy a stress-free family getaway along with all-inclusive amenities including:</strong></p><ul><li><p>18-Hole Championship Golf Course</p></li><li><p>Beach</p></li><li><p>Pontoon Boat Tours</p></li><li><p>Motor Boat Rentals</p></li><li><p>Kayaks, Canoes, etc.</p></li><li><p>Boat Launch</p></li><li><p>Splash Pad</p></li><li><p>Pool</p></li><li><p>Fishing</p></li><li><p>Multi-Sports Court</p></li><li><p>Playground</p></li><li><p>Kidz Klub</p></li><li><p>Gym</p></li><li><p>Family Entertainment</p></li></ul><p></p><p><strong>Price:</strong></p><p>From Only $125/night*</p><p>Best of all, kids stay free!**</p><p></p><p><strong>Address:</strong></p><p>1235 Villiers Line, Keene, ON K0L 2G0</p><p></p><p>For a limited time only, book a Bellmere Winds Golf Resort getaway for as low as $125 per night*! Hurry, cottages are booking fast and availability is limited!</p><p><br/>*Limited rental cottages at the $125/night rate are available daily. Valid at Bellmere Winds Golf Resort or any other Great Blue rental resort until September 15, 2019.<br/>**Maximum Occupancy: 2 adults and up to 4 children per cottage.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">1235 Villiers Line, Keene, ON, K0L 2G0</span>","<time datetime=""2019-08-11T00:10:33.000Z"" title=""August 11, 2019 12:10 AM"">25 days ago</time>",Bedrooms : 3Bathrooms : 1Furnished : YesPet Friendly : Yes,
